,timestamp,x,y,z,angle
2665,666.433333,35.843262173551224,-20.033835895301696,0.0,89.66919694220122
2666,666.633333,35.85478334578653,-19.894049547672378,0.0,88.87085339644231
2667,666.833333,35.86191058859102,-19.752806470138488,0.0,90.59806790142979
2668,667.033333,35.86236046169378,-19.61416189348491,0.0,92.67866628996508
2669,667.233333,35.86167393372698,-19.476337089958314,0.0,94.31528867806796
2670,667.466667,35.87849947282251,-19.31875872137643,0.0,89.40113997413589
2671,667.666667,35.886932169214234,-19.16877646393344,0.0,88.37290686186292
2672,667.833333,35.89217940411508,-19.049098865532358,0.0,88.90440137271683
2673,668.033333,35.88899508585945,-18.917091901001253,0.0,91.72705067086596
2674,668.233333,35.89358710579769,-18.792184383916815,0.0,90.4709278597814
2675,668.466667,35.90531563167256,-18.635548466014715,0.0,86.94184207096374
2676,668.666667,35.90813632513696,-18.487426976430385,0.0,89.80735352723485
2677,668.833333,35.91949307483157,-18.371649521779567,0.0,92.29349227230064
2678,669.033333,35.91772541018766,-18.227433517481643,0.0,95.37286300817208
2679,669.233333,35.92253979200217,-18.09407530294139,0.0,94.96480404083736
2680,669.466667,35.937278086227565,-17.939449226993403,0.0,93.30197891792575
2681,669.633333,35.94736574232981,-17.816672348409043,0.0,92.53061210734312
2682,669.833333,35.97254118097245,-17.681350540094964,0.0,92.61392439468986
2683,670.0,35.98709306537299,-17.57218578400321,0.0,92.78299194467154
2684,670.166667,35.98594306013843,-17.46046373244664,0.0,94.4553335543731
2685,670.333333,36.00092086095068,-17.359738517950067,0.0,92.89251443679082
2686,670.5,36.01912056648598,-17.247381588704215,0.0,89.18088115208477
2687,670.666667,36.03080259864565,-17.126057981599086,0.0,89.04016117886769
2688,670.833333,36.04990111711079,-17.01292756258995,0.0,91.18519672401231
2689,671.0,36.06148119470788,-16.904819299639836,0.0,91.8505872818164
2690,671.166667,36.05400717759326,-16.790729574530513,0.0,93.68355912732223
2691,671.333333,36.06171422680988,-16.681809463948564,0.0,92.37061939817643
2692,671.533333,36.07985248550177,-16.536499804251324,0.0,89.04615022667748
2693,671.7,36.09489057380866,-16.415385474954387,0.0,90.0015661798359
2694,671.866667,36.1135357743907,-16.29899806148181,0.0,88.97544917123926
2695,672.033333,36.121433519607706,-16.1778623585925,0.0,91.4569450627645
2696,672.233333,36.1246968450301,-16.046111049803034,0.0,92.59708695615633
2697,672.433333,36.13408674209092,-15.916118562527842,0.0,88.16301962075201
2698,672.633333,36.14727682360333,-15.77042197829008,0.0,89.6022599000809
2699,672.833333,36.16548883049922,-15.631778243053326,0.0,92.13006886709195
2700,673.033333,36.17716536219335,-15.492272661705414,0.0,93.83473198399157
2701,673.233333,36.18294998441127,-15.355255380814079,0.0,95.1489673897234
2702,673.433333,36.19616832190664,-15.221987022517222,0.0,91.44011097515772
2703,673.6,36.21739724081017,-15.108659949502957,0.0,90.09309004639259
2704,673.766667,36.234466839412,-14.9844419625157,0.0,91.77157016807372
2705,673.933333,36.250980862802635,-14.869287200267635,0.0,92.80803228651965
2706,674.1,36.254958695496185,-14.75990487898552,0.0,94.85890651364522
2707,674.266667,36.25919505380682,-14.651068981561746,0.0,95.5084577742722
2708,674.466667,36.26709850012938,-14.512477098328006,0.0,93.42550286658027
2709,674.6,36.28420712083049,-14.428800294773747,0.0,90.62185263204921
2710,674.733333,36.294271958495635,-14.335965099045374,0.0,89.68453917352507
2711,674.866667,36.301631588653116,-14.246196708939689,0.0,92.58087519447768
2712,675.033333,36.32115026826297,-14.145512537740366,0.0,95.42223926766063
2713,675.2,36.32723208113186,-14.03445100009322,0.0,96.7762435114698
2714,675.366667,36.33554551417767,-13.950942085722435,0.0,95.60257626097219
2715,675.533333,36.34494154163227,-13.842647562519073,0.0,91.32520973203673
2716,675.666667,36.35537853711214,-13.74774709269537,0.0,89.0988900877714
2717,675.8,36.36386319267609,-13.652693887917145,0.0,88.21576392638521
2718,675.966667,36.38019602783753,-13.539971616550641,0.0,87.91886189543487
2719,676.1,36.390454155841184,-13.450968167893823,0.0,89.2546516363344
2720,676.266667,36.39336414276844,-13.334868291965883,0.0,89.56761601617275
2721,676.433333,36.398398268023655,-13.219485690535773,0.0,88.29910088220595
2722,676.6,36.41120139309564,-13.100036306769077,0.0,86.56129532318175
2723,676.733333,36.42560543005709,-13.006120571629815,0.0,85.02352776554022
2724,676.9,36.441016405163424,-12.887179973355241,0.0,85.95937830413214
2725,677.066667,36.45591521374341,-12.766355071200156,0.0,87.60574449972772
2726,677.233333,36.457068696494716,-12.652568137329713,0.0,91.04235102729781
2727,677.4,36.45788455285114,-12.540703110153082,0.0,91.74698141309786
2728,677.566667,36.46595691508753,-12.414376554655217,0.0,90.33329531205779
2729,677.7,36.4834598187124,-12.32386111510926,0.0,88.0227612701217
2730,677.866667,36.499561413767445,-12.20163438447672,0.0,87.50369188196791
2731,678.033333,36.52594439683247,-12.083407623189373,0.0,87.18288095339656
2732,678.2,36.53006308753031,-11.964676893486647,0.0,90.55892798450262
2733,678.366667,36.523256127581,-11.847503797971545,0.0,92.93819095875308
2734,678.533333,36.52926571614144,-11.733043402874095,0.0,89.20326846334949
2735,678.7,36.53871881278867,-11.609682482762317,0.0,86.66726037840922
2736,678.866667,36.54895158198705,-11.484348368321381,0.0,87.43939337855262
2737,679.033333,36.566948601897465,-11.370117042242779,0.0,90.18927554232656
2738,679.2,36.58148110135107,-11.251004806269847,0.0,90.62714283454685
2739,679.366667,36.58270905131131,-11.136607708269995,0.0,92.15440132831708
2740,679.5,36.59916754624919,-11.051025996656445,0.0,89.26446352930103
2741,679.666667,36.61798315806547,-10.930249788519536,0.0,87.62340958262111
2742,679.833333,36.637880152089636,-10.802815843369707,0.0,87.97902798215627
